ligand,receptor,,,,,,,,,,,,,,,,,
PLG,PLAUR,,,,,,,,,,,,,,,,,
PLG,PLGRKT,,,,,,,,,,,,,,,,,
PLTP,ABCA1,,,,,,,,,,,,,,,,,
SEMA4A,PLXNB1,,,,,,,,,,,,,,,,,
SEMA4A,PLXNB2,,,,,,,,,,,,,,,,,
SEMA4A,PLXNB3,,,,,,,,,,,,,,,,,
SEMA4A,PLXND1,,,,,,,,,,,,,,,,,
PMCH,ADRA2A,,,,,,,,,,,,,,,,,
PMCH,GRM7,,,,,,,,,,,,,,,,,
PMCH,MCHR1,10421368,10421367,11375253,11478907,11839762,,,,,,,,,,,,
PMCH,MCHR2,10471841,11404457,11416225,11404457,11274220,11478907,11839762,,,,,,,,,,
PMCH,MTNR1A,,,,,,,,,,,,,,,,,
PNOC,ADRA2A,,,,,,,,,,,,,,,,,
PNOC,GRM7,,,,,,,,,,,,,,,,,
PNOC,MTNR1A,,,,,,,,,,,,,,,,,
PNOC,OPRL1,7481766,12967935,8849681,10369464,12070757,22827708,10692489,11097863,,,,,,,,,
PODXL2,SELL,,,,,,,,,,,,,,,,,
PODXL,SELL,,,,,,,,,,,,,,,,,
POMC,ADCYAP1R1,,,,,,,,,,,,,,,,,
POMC,ADRA2A,,,,,,,,,,,,,,,,,
POMC,ADRB2,,,,,,,,,,,,,,,,,
POMC,ADRB3,,,,,,,,,,,,,,,,,
POMC,GPR20,,,,,,,,,,,,,,,,,
POMC,GPR84,,,,,,,,,,,,,,,,,
POMC,GRM7,,,,,,,,,,,,,,,,,
POMC,MC1R,1516719,10942578,7774675,12007532,10942578,11041375,,,,,,,,,,,
POMC,MC2R,122,,,,,,,,,,,,,,,,
POMC,MC3R,10493100,,,,,,,,,,,,,,,,
POMC,MC4R,10493100,11101306,12165561,,,,,,,,,,,,,,
POMC,MC5R,11785979,7774675,12007532,11606131,8185570,,,,,,,,,,,,
POMC,MTNR1A,,,,,,,,,,,,,,,,,
POMC,OPRD1,97,,,,,,,,,,,,,,,,
POMC,OPRK1,9686407,7624359,,,,,,,,,,,,,,,
POMC,OPRM1,,,,,,,,,,,,,,,,,
POMC,PTH1R,,,,,,,,,,,,,,,,,
POMC,RAMP2,,,,,,,,,,,,,,,,,
POMC,RAMP3,,,,,,,,,,,,,,,,,
POMC,TSHR,,,,,,,,,,,,,,,,,
POMC,VIPR1,,,,,,,,,,,,,,,,,
PON2,HTR2A,,,,,,,,,,,,,,,,,
PPBP,ACKR1,,,,,,,,,,,,,,,,,
PPBP,ADRA2A,,,,,,,,,,,,,,,,,
PPBP,CXCR1,8195702,1427896,,,,,,,,,,,,,,,
PPBP,CXCR2,10699158,,,,,,,,,,,,,,,,
PPBP,GRM7,,,,,,,,,,,,,,,,,
PPBP,MTNR1A,,,,,,,,,,,,,,,,,
PPY,ADRA2A,,,,,,,,,,,,,,,,,
PPY,GRM7,,,,,,,,,,,,,,,,,
PPY,MTNR1A,,,,,,,,,,,,,,,,,
PPY,NPY1R,,,,,,,,,,,,,,,,,
PPY,NPY2R,,,,,,,,,,,,,,,,,
PPY,NPY4R,8643460,7493937,16807358,7592911,7493937,,,,,,,,,,,,
PPY,NPY5R,,,,,,,,,,,,,,,,,
PRLH,PRLHR,11030716,12606605,9607765,11030716,10475064,,,,,,,,,,,,
PRL,PRLR,2558309,11356126,9626554,10966654,7984244,,,,,,,,,,,,
PRND,RPSA,,,,,,,,,,,,,,,,,
PROC,ITGAM,,,,,,,,,,,,,,,,,
PROC,ITGB2,,,,,,,,,,,,,,,,,
PROC,PROCR,11099506,10681521,,,,,,,,,,,,,,,
PROC,THBD,,,,,,,,,,,,,,,,,
PROK1,PROKR1,12054613,15772293,,,,,,,,,,,,,,,
PROK1,PROKR2,12054613,15772293,,,,,,,,,,,,,,,
PROK2,PROKR1,,,,,,,,,,,,,,,,,
PROK2,PROKR2,12054613,15772293,,,,,,,,,,,,,,,
PROS1,AXL,,,,,,,,,,,,,,,,,
PROS1,TYRO3,7867073,864,,,,,,,,,,,,,,,
PRSS23,TMEM222,,,,,,,,,,,,,,,,,
PSAP,CD1B,,,,,,,,,,,,,,,,,
PSAP,CELSR1,,,,,,,,,,,,,,,,,
PSAP,GPR37,23690594,,,,,,,,,,,,,,,,
PSAP,GPR37L1,23690594,,,,,,,,,,,,,,,,
PSAP,LRP1,,,,,,,,,,,,,,,,,
PSAP,SORT1,,,,,,,,,,,,,,,,,
PSEN1,CD44,,,,,,,,,,,,,,,,,
PSEN1,NCSTN,13,,,,,,,,,,,,,,,,
PSEN1,NOTCH1,12374741,,,,,,,,,,,,,,,,
PSEN1,NOTCH2,,,,,,,,,,,,,,,,,
PSEN1,NOTCH3,,,,,,,,,,,,,,,,,
PSEN1,NOTCH4,,,,,,,,,,,,,,,,,
PSPN,GFRA1,,,,,,,,,,,,,,,,,
PSPN,GFRA2,,,,,,,,,,,,,,,,,
PSPN,GFRA3,,,,,,,,,,,,,,,,,
PSPN,GFRA4,,,,,,,,,,,,,,,,,
PSPN,RET,,,,,,,,,,,,,,,,,
PSPN,SDC3,,,,,,,,,,,,,,,,,
PTDSS1,JMJD6,,,,,,,,,,,,,,,,,
PTDSS1,SCARB1,,,,,,,,,,,,,,,,,
PTGS2,ALOX5,,,,,,,,,,,,,,,,,
PTGS2,CAV1,,,,,,,,,,,,,,,,,
PTGS2,PTGDR2,,,,,,,,,,,,,,,,,
PTH2,ADCYAP1R1,,,,,,,,,,,,,,,,,
PTH2,ADRB2,,,,,,,,,,,,,,,,,
PTH2,ADRB3,,,,,,,,,,,,,,,,,
PTH2,GPR20,,,,,,,,,,,,,,,,,
PTH2,GPR84,,,,,,,,,,,,,,,,,
PTH2,PTH1R,11,,,,,,,,,,,,,,,,
PTH2,PTH2R,11861531,10854439,11602681,,,,,,,,,,,,,,
PTH2,RAMP2,,,,,,,,,,,,,,,,,
PTH2,RAMP3,,,,,,,,,,,,,,,,,
PTH2,TSHR,,,,,,,,,,,,,,,,,
PTH2,VIPR1,,,,,,,,,,,,,,,,,
PTHLH,ADCYAP1R1,,,,,,,,,,,,,,,,,
PTHLH,ADRB2,,,,,,,,,,,,,,,,,
PTHLH,ADRB3,,,,,,,,,,,,,,,,,
PTHLH,GPR20,,,,,,,,,,,,,,,,,
PTHLH,GPR84,,,,,,,,,,,,,,,,,
PTHLH,PRLHR,,,,,,,,,,,,,,,,,
PTHLH,PTH1R,reactome,2558877,8702701,9108031,,,,,,,,,,,,,
PTHLH,PTH2R,,,,,,,,,,,,,,,,,
PTHLH,RAMP2,,,,,,,,,,,,,,,,,
PTHLH,RAMP3,,,,,,,,,,,,,,,,,
PTHLH,TSHR,,,,,,,,,,,,,,,,,
PTHLH,VIPR1,,,,,,,,,,,,,,,,,
PTH,ADCYAP1R1,,,,,,,,,,,,,,,,,
PTH,ADRB2,,,,,,,,,,,,,,,,,
PTH,ADRB3,,,,,,,,,,,,,,,,,
PTH,GPR20,,,,,,,,,,,,,,,,,
PTH,GPR84,,,,,,,,,,,,,,,,,
PTH,PTH1R,12947048,91,,,,,,,,,,,,,,,
PTH,PTH2R,948,,,,,,,,,,,,,,,,
PTH,RAMP2,,,,,,,,,,,,,,,,,
PTH,RAMP3,,,,,,,,,,,,,,,,,
PTH,TSHR,,,,,,,,,,,,,,,,,
PTH,VIPR1,,,,,,,,,,,,,,,,,
PTMA,VIPR1,,,,,,,,,,,,,,,,,
PTN,ALK,,,,,,,,,,,,,,,,,
PTN,CDH10,,,,,,,,,,,,,,,,,
PTN,PLXNB2,,,,,,,,,,,,,,,,,
PTN,PTPRS,,,,,,,,,,,,,,,,,
PTN,PTPRZ1,10706604,17,,,,,,,,,,,,,,,
PTN,SDC1,,,,,,,,,,,,,,,,,
PTN,SDC3,,,,,,,,,,,,,,,,,
PVR,CD226,,,,,,,,,,,,,,,,,
PVR,CD96,,,,,,,,,,,,,,,,,
PVR,TIGIT,,,,,,,,,,,,,,,,,
PYY,ADRA2A,,,,,,,,,,,,,,,,,
PYY,FAP,,,,,,,,,,,,,,,,,
PYY,GRM7,,,,,,,,,,,,,,,,,
PYY,MTNR1A,,,,,,,,,,,,,,,,,
PYY,NPY1R,127,,,,,,,,,,,,,,,,
PYY,NPY2R,7592910,11408607,,,,,,,,,,,,,,,
PYY,NPY4R,7592911,749,,,,,,,,,,,,,,,
PYY,NPY5R,13,,,,,,,,,,,,,,,,
QDPR,DYSF,,,,,,,,,,,,,,,,,
QRFP,P2RY14,,,,,,,,,,,,,,,,,
QRFP,QRFPR,16500002,23396314,12714592,,,,,,,,,,,,,,
RAET1E,KLRK1,,,,,,,,,,,,,,,,,
RARRES2,CCRL2,,,,,,,,,,,,,,,,,
RARRES2,CMKLR1,18165312,14530373,14701797,23396314,,,,,,,,,,,,,
RARRES2,GPR1,,,,,,,,,,,,,,,,,
RBP3,NOTCH1,,,,,,,,,,,,,,,,,
RBP4,STRA6,,,,,,,,,,,,,,,,,
RELN,ITGA3,,,,,,,,,,,,,,,,,
RELN,ITGB1,,,,,,,,,,,,,,,,,
RELN,LRP8,10571240,12899622,12670700,12167620,,,,,,,,,,,,,
RELN,VLDLR,10571240,11,,,,,,,,,,,,,,,
REN,ASIC3,,,,,,,,,,,,,,,,,
REN,ATP6AP2,,,,,,,,,,,,,,,,,
RGMA,BMPR1B,,,,,,,,,,,,,,,,,
RGMA,BMPR2,,,,,,,,,,,,,,,,,
RGMA,HFE2,,,,,,,,,,,,,,,,,
RGMA,NEO1,,,,,,,,,,,,,,,,,
RGMB,BMPR1B,,,,,,,,,,,,,,,,,
RGMB,BMPR2,,,,,,,,,,,,,,,,,
RGMB,HFE2,,,,,,,,,,,,,,,,,
RGMB,NEO1,,,,,,,,,,,,,,,,,
RIMS1,CACNA1C,,,,,,,,,,,,,,,,,
RIMS1,SLC17A7,,,,,,,,,,,,,,,,,
RIMS1,SLC18A2,,,,,,,,,,,,,,,,,
RIMS1,SLC18A3,,,,,,,,,,,,,,,,,
RIMS2,ABCA1,,,,,,,,,,,,,,,,,
RLN1,RXFP1,11809971,16,,,,,,,,,,,,,,,
RLN1,RXFP2,16,,,,,,,,,,,,,,,,
RLN2,ADCYAP1R1,,,,,,,,,,,,,,,,,
RLN2,ADRB2,,,,,,,,,,,,,,,,,
RLN2,ADRB3,,,,,,,,,,,,,,,,,
RLN2,GPR20,,,,,,,,,,,,,,,,,
RLN2,GPR84,,,,,,,,,,,,,,,,,
RLN2,PTH1R,,,,,,,,,,,,,,,,,
RLN2,RAMP2,,,,,,,,,,,,,,,,,
RLN2,RAMP3,,,,,,,,,,,,,,,,,
RLN2,RXFP1,11809971,12506116,15649866,,,,,,,,,,,,,,
RLN2,RXFP2,11809971,15649866,12506116,15649866,,,,,,,,,,,,,
RLN2,TSHR,,,,,,,,,,,,,,,,,
RLN2,VIPR1,,,,,,,,,,,,,,,,,
RLN3,ADCYAP1R1,,,,,,,,,,,,,,,,,
RLN3,ADRA2A,,,,,,,,,,,,,,,,,
RLN3,ADRB2,,,,,,,,,,,,,,,,,
RLN3,ADRB3,,,,,,,,,,,,,,,,,
RLN3,GPR20,,,,,,,,,,,,,,,,,
RLN3,GPR84,,,,,,,,,,,,,,,,,
RLN3,GRM7,,,,,,,,,,,,,,,,,
RLN3,MTNR1A,,,,,,,,,,,,,,,,,
RLN3,PTH1R,,,,,,,,,,,,,,,,,
RLN3,RAMP2,,,,,,,,,,,,,,,,,
RLN3,RAMP3,,,,,,,,,,,,,,,,,
RLN3,RXFP1,12506116,15649866,14522968,,,,,,,,,,,,,,
RLN3,RXFP2,,,,,,,,,,,,,,,,,
RLN3,RXFP4,14522967,,,,,,,,,,,,,,,,
RLN3,TSHR,,,,,,,,,,,,,,,,,
RLN3,VIPR1,,,,,,,,,,,,,,,,,
RNASE2,TLR2,,,,,,,,,,,,,,,,,
RPH3A,NRXN1,,,,,,,,,,,,,,,,,
RPS19,C5AR1,12,,,,,,,,,,,,,,,,
RPS27A,ADRB2,,,,,,,,,,,,,,,,,
RPS27A,ERBB2,,,,,,,,,,,,,,,,,
RPS27A,FGFR2,,,,,,,,,,,,,,,,,
RPS27A,LDLR,,,,,,,,,,,,,,,,,
RPS27A,LRP2,,,,,,,,,,,,,,,,,
RPS27A,RIPK1,,,,,,,,,,,,,,,,,
RPS27A,SMAD3,,,,,,,,,,,,,,,,,
RPS27A,TGFBR1,,,,,,,,,,,,,,,,,
RPS27A,TGFBR2,,,,,,,,,,,,,,,,,
RPS27A,TLR4,,,,,,,,,,,,,,,,,
RSPO1,FZD8,,,,,,,,,,,,,,,,,
RSPO1,LGR4,,,,,,,,,,,,,,,,,
RSPO1,LGR5,,,,,,,,,,,,,,,,,
RSPO1,LGR6,,,,,,,,,,,,,,,,,
RSPO1,LRP6,,,,,,,,,,,,,,,,,
RSPO1,ZNRF3,,,,,,,,,,,,,,,,,
RSPO2,LGR4,,,,,,,,,,,,,,,,,
RSPO2,LGR5,,,,,,,,,,,,,,,,,
RSPO2,LGR6,,,,,,,,,,,,,,,,,
RSPO3,FZD8,,,,,,,,,,,,,,,,,
RSPO3,LGR4,21909076,21693646,,,,,,,,,,,,,,,
RSPO3,LGR5,,,,,,,,,,,,,,,,,
RSPO3,LGR6,,,,,,,,,,,,,,,,,
RSPO3,LRP6,,,,,,,,,,,,,,,,,
RSPO3,SDC4,,,,,,,,,,,,,,,,,
RSPO4,LGR4,,,,,,,,,,,,,,,,,
RSPO4,LGR5,,,,,,,,,,,,,,,,,
RSPO4,LGR6,,,,,,,,,,,,,,,,,
RTN4,CNTNAP1,,,,,,,,,,,,,,,,,
RTN4,GJB2,,,,,,,,,,,,,,,,,
RTN4,LINGO1,,,,,,,,,,,,,,,,,
RTN4,NGFR,,,,,,,,,,,,,,,,,
RTN4,RTN4R,16,,,,,,,,,,,,,,,,
RTN4,RTN4RL1,,,,,,,,,,,,,,,,,
RTN4,TNFRSF19,,,,,,,,,,,,,,,,,
S100A1,TLR4,,,,,,,,,,,,,,,,,
S100A8,TLR4,,,,,,,,,,,,,,,,,
S100A9,TLR4,,,,,,,,,,,,,,,,,
SAA1,ADRA2A,,,,,,,,,,,,,,,,,
SAA1,FPR1,,,,,,,,,,,,,,,,,
SAA1,FPR2,,,,,,,,,,,,,,,,,
SAA1,GRM7,,,,,,,,,,,,,,,,,
SAA1,MTNR1A,,,,,,,,,,,,,,,,,
SAA1,SCARB1,,,,,,,,,,,,,,,,,
SCGB1A1,LMBR1L,,,,,,,,,,,,,,,,,
SCGB1A1,LRP2,,,,,,,,,,,,,,,,,
SCGB3A1,MARCO,,,,,,,,,,,,,,,,,
SCGB3A2,MARCO,,,,,,,,,,,,,,,,,
SCT,ADCYAP1R1,,,,,,,,,,,,,,,,,
SCT,ADRB2,,,,,,,,,,,,,,,,,
SCT,ADRB3,,,,,,,,,,,,,,,,,
SCT,GPR20,,,,,,,,,,,,,,,,,
SCT,GPR84,,,,,,,,,,,,,,,,,
SCT,PTH1R,,,,,,,,,,,,,,,,,
SCT,RAMP2,,,,,,,,,,,,,,,,,
SCT,RAMP3,,,,,,,,,,,,,,,,,
SCT,SCTR,7782300,7612008,8579602,9440501,7782300,,,,,,,,,,,,
SCT,TSHR,,,,,,,,,,,,,,,,,
SCT,VIPR1,,,,,,,,,,,,,,,,,
SCT,VIPR2,,,,,,,,,,,,,,,,,
SELPLG,ESAM,,,,,,,,,,,,,,,,,
SELPLG,ITGAM,,,,,,,,,,,,,,,,,
SELPLG,ITGB2,,,,,,,,,,,,,,,,,
SELPLG,SELE,8621728,9128259,,,,,,,,,,,,,,,
SELPLG,SELL,,,,,,,,,,,,,,,,,
SELPLG,SELP,9128259,10713099,17064811,,,,,,,,,,,,,,
SEMA3A,NRP1,10934324),15721238,9331348,,,,,,,,,,,,,,
SEMA3A,NRP2,,,,,,,,,,,,,,,,,
SEMA3A,PLXNA1,,,,,,,,,,,,,,,,,
SEMA3A,PLXNA2,,,,,,,,,,,,,,,,,
SEMA3A,PLXNA3,,,,,,,,,,,,,,,,,
SEMA3A,PLXNA4,,,,,,,,,,,,,,,,,
SEMA3B,NRP1,,,,,,,,,,,,,,,,,
SEMA3B,NRP2,,,,,,,,,,,,,,,,,
SEMA3C,NRP1,,,,,,,,,,,,,,,,,
SEMA3C,NRP2,93,,,,,,,,,,,,,,,,
SEMA3C,PLXND1,,,,,,,,,,,,,,,,,
SEMA3D,NRP1,,,,,,,,,,,,,,,,,
SEMA3E,NRP1,,,,,,,,,,,,,,,,,
SEMA3E,PLXND1,,,,,,,,,,,,,,,,,
SEMA3F,NRP1,,,,,,,,,,,,,,,,,
SEMA3F,NRP2,99,,,,,,,,,,,,,,,,
SEMA3F,PLXNA1,,,,,,,,,,,,,,,,,
SEMA3F,PLXNA3,,,,,,,,,,,,,,,,,
SEMA3G,NRP2,,,,,,,,,,,,,,,,,
SEMA4A,PLXND1,,,,,,,,,,,,,,,,,
SEMA4B,DCBLD2,,,,,,,,,,,,,,,,,
SEMA4C,PLXNB2,,,,,,,,,,,,,,,,,
SEMA4D,CD72,,,,,,,,,,,,,,,,,
SEMA4D,ERBB2,,,,,,,,,,,,,,,,,
SEMA4D,MET,,,,,,,,,,,,,,,,,
SEMA4D,PLXNB1,12198496,11937491,,,,,,,,,,,,,,,
SEMA4D,PLXNB2,,,,,,,,,,,,,,,,,
SEMA4F,NRP2,,,,,,,,,,,,,,,,,
SEMA4G,PLXNB2,,,,,,,,,,,,,,,,,
SEMA5A,MET,,,,,,,,,,,,,,,,,
SEMA5A,PLXNB3,,,,,,,,,,,,,,,,,
SEMA6A,PLXNA2,,,,,,,,,,,,,,,,,
SEMA6A,PLXNA4,,,,,,,,,,,,,,,,,
SEMA6D,KDR,,,,,,,,,,,,,,,,,
SEMA6D,PLXNA1,,,,,,,,,,,,,,,,,
SEMA6D,TREM2,,,,,,,,,,,,,,,,,
SEMA6D,TYROBP,,,,,,,,,,,,,,,,,
SEMA7A,ITGA1,,,,,,,,,,,,,,,,,
SEMA7A,ITGB1,,,,,,,,,,,,,,,,,
SEMA7A,PLXNC1,,,,,,,,,,,,,,,,,
SERPINA1,LRP1,151,,,,,,,,,,,,,,,,
SERPINA7,SLC16A2,,,,,,,,,,,,,,,,,
SERPINC1,GPC1,,,,,,,,,,,,,,,,,
SERPINC1,LRP1,,,,,,,,,,,,,,,,,
SERPINC1,SDC2,,,,,,,,,,,,,,,,,
SERPINE1,ITGAV,,,,,,,,,,,,,,,,,
SERPINE1,ITGB5,,,,,,,,,,,,,,,,,
SERPINE1,LRP1,,,,,,,,,,,,,,,,,
SERPINE1,LRP2,,,,,,,,,,,,,,,,,
SERPINE1,PLAUR,,,,,,,,,,,,,,,,,
SERPINE2,LRP1,,,,,,,,,,,,,,,,,
SERPING1,LRP1,,,,,,,,,,,,,,,,,
SERPING1,SELE,,,,,,,,,,,,,,,,,
SERPING1,SELP,,,,,,,,,,,,,,,,,
SFRP1,FZD2,,,,,,,,,,,,,,,,,
SFRP1,FZD6,,,,,,,,,,,,,,,,,
SFTPA1,TLR2,,,,,,,,,,,,,,,,,
SFTPA2,CD93,,,,,,,,,,,,,,,,,
SFTPD,LY96,,,,,,,,,,,,,,,,,
SFTPD,TLR4,,,,,,,,,,,,,,,,,
SHANK1,ABCA1,,,,,,,,,,,,,,,,,
SHANK1,ADGRB2,,,,,,,,,,,,,,,,,
SHANK1,ADGRL2,,,,,,,,,,,,,,,,,
SHANK1,ADGRL1,11,,,,,,,,,,,,,,,,
SHANK1,SSTR2,,,,,,,,,,,,,,,,,
SHBG,CD177,,,,,,,,,,,,,,,,,
SHBG,CLDN4,,,,,,,,,,,,,,,,,
SHBG,SLC37A1,,,,,,,,,,,,,,,,,
SHH,BOC,,,,,,,,,,,,,,,,,
SHH,CDON,,,,,,,,,,,,,,,,,
SHH,GPC5,,,,,,,,,,,,,,,,,
SHH,HHIP,,,,,,,,,,,,,,,,,
SHH,LRP2,,,,,,,,,,,,,,,,,
SHH,PTCH1,169,,,,,,,,,,,,,,,,
SHH,PTCH2,,,,,,,,,,,,,,,,,
SHH,SMO,,,,,,,,,,,,,,,,,
SLIT1,GPC1,,,,,,,,,,,,,,,,,
SLIT1,ROBO1,,,,,,,,,,,,,,,,,
SLIT1,SDC1,,,,,,,,,,,,,,,,,
SLIT2,DCC,,,,,,,,,,,,,,,,,
SLIT2,GPC1,11375980,10364234,,,,,,,,,,,,,,,
SLIT2,ROBO1,,,,,,,,,,,,,,,,,
SLIT2,ROBO2,1,,,,,,,,,,,,,,,,
SLIT2,ROBO4,,,,,,,,,,,,,,,,,
SLIT2,SDC1,,,,,,,,,,,,,,,,,
SLIT3,ROBO2,,,,,,,,,,,,,,,,,
SLPI,CD4,,,,,,,,,,,,,,,,,
SORBS1,INSR,,,,,,,,,,,,,,,,,
SORBS1,ITGA1,,,,,,,,,,,,,,,,,
SORBS1,ITGB5,,,,,,,,,,,,,,,,,
SOST,LRP5,,,,,,,,,,,,,,,,,
SOST,LRP6,,,,,,,,,,,,,,,,,
SPINK1,EGFR,,,,,,,,,,,,,,,,,
SPINK1,NRSN1,,,,,,,,,,,,,,,,,
SPINT1,ST14,,,,,,,,,,,,,,,,,
SPON2,ITGAM,,,,,,,,,,,,,,,,,
SPON2,ITGB2,,,,,,,,,,,,,,,,,
SPP1,CD44,12,,,,,,,,,,,,,,,,
SPP1,ITGA4,,,,,,,,,,,,,,,,,
SPP1,ITGA5,,,,,,,,,,,,,,,,,
SPP1,ITGA9,,,,,,,,,,,,,,,,,
SPP1,ITGAV,,,,,,,,,,,,,,,,,
SPP1,ITGB1,,,,,,,,,,,,,,,,,
SPP1,ITGB3,,,,,,,,,,,,,,,,,
SPP1,ITGB5,,,,,,,,,,,,,,,,,
SPP1,S1PR1,,,,,,,,,,,,,,,,,
SPTAN1,PTPRA,,,,,,,,,,,,,,,,,
SPTBN2,PTPRA,,,,,,,,,,,,,,,,,
SST,ADRA2A,,,,,,,,,,,,,,,,,
SST,GRM7,,,,,,,,,,,,,,,,,
SST,MTNR1A,,,,,,,,,,,,,,,,,
SST,SSTR1,8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,1346068,,,,,,
SST,SSTR2,8702767,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,9652348,1346068,,,,,,
SST,SSTR3,8769372,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,8097479,9600011,1337145,,,,,
SST,SSTR4,8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,8100352,,,,,,
SST,SSTR5,8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,9652348,7908405,,,,,
SYTL3,NRXN1,,,,,,,,,,,,,,,,,
TAC1,TACR1,7557266,12548712,11786503,8985159,1311270,9190866,8702757,15265501,12548712,,,,,,,,
TAC1,TACR2,12954451,7961636,11786503,9190866,7682062,11137709,7961636,10189055,,,,,,,,,
TAC1,TACR3,9272936,1312036,9190866,11226387,,,,,,,,,,,,,
TAC3,TACR1,8925404,9190866,12727971,,,,,,,,,,,,,,
TAC3,TACR2,8925404,9190866,7682062,7961636,10189055,,,,,,,,,,,,
TAC3,TACR3,7557266,8990205,1312036,2176308,9190866,11226387,8990205,10189055,10866201,,,,,,,,
TAC4,TACR1,15224188,11786503,,,,,,,,,,,,,,,
TAC4,TACR2,,,,,,,,,,,,,,,,,
TAC4,TACR3,,,,,,,,,,,,,,,,,
TCN2,CNR1,,,,,,,,,,,,,,,,,
TCN2,LRP2,,,,,,,,,,,,,,,,,
TCTN1,TMEM67,,,,,,,,,,,,,,,,,
TDGF1,ACVR1B,,,,,,,,,,,,,,,,,
TDGF1,ACVR1C,,,,,,,,,,,,,,,,,
TDGF1,ACVR2A,,,,,,,,,,,,,,,,,
TDGF1,ACVR2B,,,,,,,,,,,,,,,,,
TDGF1,GPC1,,,,,,,,,,,,,,,,,
TDGF1,SMAD3,,,,,,,,,,,,,,,,,
TFPI,F3,,,,,,,,,,,,,,,,,
TFPI,LRP1,,,,,,,,,,,,,,,,,
TFPI,SDC4,,,,,,,,,,,,,,,,,
TFPI,VLDLR,,,,,,,,,,,,,,,,,
TF,ADRB2,,,,,,,,,,,,,,,,,
TF,GPR162,,,,,,,,,,,,,,,,,
TF,LDLR,,,,,,,,,,,,,,,,,
TF,LRP2,,,,,,,,,,,,,,,,,
TF,TFR2,,,,,,,,,,,,,,,,,
TF,TFRC,12210842,6268632,16354665,,,,,,,,,,,,,,
TGFA,EGFR,HPMR,3018723,123,,,,,,,,,,,,,,
TGFA,ERBB2,,,,,,,,,,,,,,,,,
TGFA,ERBB3,,,,,,,,,,,,,,,,,
TGFA,ERBB4,,,,,,,,,,,,,,,,,
TGFB1,ACVRL1,,,,,,,,,,,,,,,,,
TGFB1,CAV1,,,,,,,,,,,,,,,,,
TGFB1,CD109,,,,,,,,,,,,,,,,,
TGFB1,CXCR4,,,,,,,,,,,,,,,,,
TGFB1,ENG,,,,,,,,,,,,,,,,,
TGFB1,ITGAV,,,,,,,,,,,,,,,,,
TGFB1,ITGB1,,,,,,,,,,,,,,,,,
TGFB1,ITGB3,,,,,,,,,,,,,,,,,
TGFB1,ITGB5,,,,,,,,,,,,,,,,,
TGFB1,ITGB6,,,,,,,,,,,,,,,,,
TGFB1,ITGB8,,,,,,,,,,,,,,,,,
TGFB1,SDC2,,,,,,,,,,,,,,,,,
TGFB1,SMAD3,,,,,,,,,,,,,,,,,
TGFB1,TGFBR1,12809600,82,,,,,,,,,,,,,,,
TGFB1,TGFBR2,12809600,10716993,7935686,,,,,,,,,,,,,,
TGFB1,TGFBR3,,,,,,,,,,,,,,,,,
TGFB2,ACVR1,,,,,,,,,,,,,,,,,
TGFB2,ENG,,,,,,,,,,,,,,,,,
TGFB2,TGFBR1,12809600,11,,,,,,,,,,,,,,,
TGFB2,TGFBR2,12809600,8106553,11157754,,,,,,,,,,,,,,
TGFB2,TGFBR3,12809600,11,,,,,,,,,,,,,,,
TGFB3,ACVRL1,1,,,,,,,,,,,,,,,,
TGFB3,ENG,,,,,,,,,,,,,,,,,
TGFB3,ITGB1,,,,,,,,,,,,,,,,,
TGFB3,ITGB3,,,,,,,,,,,,,,,,,
TGFB3,ITGB5,,,,,,,,,,,,,,,,,
TGFB3,ITGB6,,,,,,,,,,,,,,,,,
TGFB3,TGFBR1,12060054,12607775,,,,,,,,,,,,,,,
TGFB3,TGFBR2,11850637,11382746,12729750,8106553,,,,,,,,,,,,,
TGFB3,TGFBR3,,,,,,,,,,,,,,,,,
TGM2,ADGRG1,,,,,,,,,,,,,,,,,
TGM2,ITGA4,,,,,,,,,,,,,,,,,
TGM2,ITGA9,,,,,,,,,,,,,,,,,
TGM2,ITGB1,,,,,,,,,,,,,,,,,
TGM2,ITGB3,,,,,,,,,,,,,,,,,
TGM2,SDC4,,,,,,,,,,,,,,,,,
TGM2,TBXA2R,,,,,,,,,,,,,,,,,
TGS1,RXRA,,,,,,,,,,,,,,,,,
TG,ASGR1,,,,,,,,,,,,,,,,,
TG,LRP2,,,,,,,,,,,,,,,,,
THBS1,CD36,1379600,10772961,10487979,,,,,,,,,,,,,,
THBS1,CD47,11980922,9169439,8550562,10397731,,,,,,,,,,,,,
THBS1,ITGA2B,,,,,,,,,,,,,,,,,
THBS1,ITGA3,,,,,,,,,,,,,,,,,
THBS1,ITGA4,,,,,,,,,,,,,,,,,
THBS1,ITGA6,,,,,,,,,,,,,,,,,
THBS1,ITGB1,,,,,,,,,,,,,,,,,
THBS1,ITGB3,2478219,,,,,,,,,,,,,,,,
THBS1,LRP1,,,,,,,,,,,,,,,,,
THBS1,LRP5,,,,,,,,,,,,,,,,,
THBS1,SCARB1,,,,,,,,,,,,,,,,,
